tree,sentence,sentence_translated,t1,t2,section,positive,neutral,negative
(S (ADV ainsi) (VN (CLO l') (V avait) (CLS elle) (AdP (ADV bien) (ADV vite)) (VPP tourmenté)) (PP (P par) (NP (DET sa) (NC vanité) (AP (MWADV (DET un) (ADV peu)) (ADJ ombrageuse))))),ainsi l avait elle d bien vite tourmenté par sa vanité un peu ombrageuse,thus she had quickly been tormented by her somewhat shady vanity,420.57,424.46,2.0,0.011631504632532597,0.3037719130516052,0.6845965385437012
(S (NP (DET un) (NC jour) (MWADV (P par) (N exemple))) (VPpart (VN (VPR parlant)) (PP (P de) (NP (DET ses) (ADJ quatre) (NC épines)))) (VN (CLS elle) (V avait) (VPP dit)) (PP (P à) (NP (DET le) (ADJ petit) (NC prince))) (Sint (VN (CLS ils) (V peuvent)) (VPinf (VN (VINF venir)) (NP (DET les) (NC tigres)) (PP (P avec) (NP (DET leurs) (NC griffes)))))),un jour par exemple part parlant de ses quatre épines elle avait dit à le petit prince int ils peuvent inf venir les tigres avec leurs griffes,"one day for example, speaking of her four thorns, she said to the little prince that they can attack tigers with their claws",425.07,433.05,2.0,0.13476750254631042,0.8057514429092407,0.05948102846741676
(S (VN (CLS il) (ADV n') (CLO y) (V a)) (ADV pas) (PP (P de) (NP (NC tigres) (PP (P sur) (NP (DET ma) (NC planète)))))),il n y a pas de tigres sur ma planète,there are no tigers on my planet,433.78,435.44,2.0,0.08497017621994019,0.4541941285133362,0.4608357548713684
(S (VN (V avait) (VPP objecté)) (NP (DET le) (ADJ petit) (NC prince))),avait objecté le petit prince,the little prince objected,436.1,437.39,2.0,0.046128783375024796,0.680290162563324,0.27358096837997437
(S (S (MWC (C et) (ADV puis)) (NP (DET les) (NC tigres)) (VN (ADV ne) (V mangent)) (ADV pas) (PP (P d') (NP (NC herbe))))), et puis les tigres ne mangent pas d herbe, and then tigers don't eat grass,438.21,439.73,2.0,0.02819095365703106,0.4141084551811218,0.5577005743980408
(S (VN (CLS je) (ADV ne) (V suis)) (ADV pas) (NP (DET une) (NC herbe))),je ne suis pas une herbe,I am not a grass,440.72,441.87,2.0,0.1445869356393814,0.5465084314346313,0.30890458822250366
(S (VN (V avait) (VPP doucement) (VPP répondu)) (NP (DET la) (NC fleur))),avait doucement répondu la fleur,the flower gently replied,442.62,444.08,2.0,0.44926580786705017,0.5235307216644287,0.027203503996133804
(S (VN (V pardonnez)) (NP (PRO moi))),pardonnez moi,excuse me,445.13,445.43,2.0,0.22414565086364746,0.6548500061035156,0.1210043653845787
(S (VN (CLS je) (ADV ne) (V crains)) (NP (PRO rien) (PP (P des) (NP (NC tigres)))) (COORD (CC mais) (Sint (VN (CLS j') (V ai)) (NP (NC horreur) (PP (P des) (NP (NC courants) (PP (P d') (NP (NC air))))))))),je ne crains rien des tigres mais int j ai horreur des courants d air,I fear nothing of tigers but I hate drafts,446.36,449.36,2.0,0.025388039648532867,0.14509327709674835,0.8295186758041382
(S (VN (CLS vous) (ADV n') (V auriez)) (ADV pas) (NP (DET un) (NC paravent))),vous n auriez pas un paravent,you wouldn't have a screen,450.07,451.13,2.0,0.09145189821720123,0.6052508354187012,0.3032972514629364
(S (NP (NC horreur) (PP (P des) (NP (NC courants) (PP (P d') (NP (NC air))))))),horreur des courants d air,horror of drafts,452.7,453.58,2.0,0.05113056302070618,0.4599592685699463,0.4889101982116699
(S (VN (CLS ce) (ADV n') (V est)) (ADV pas) (NP (P de) (NC chance) (PP (P pour) (NP (DET une) (NC plante))))),ce n est pas de chance pour une plante,it's bad luck for a plant,454.03,455.56,2.0,0.008370091207325459,0.11371568590402603,0.8779141902923584
(S (VN (V avait) (VPP remarqué)) (NP (DET le) (ADJ petit) (NC prince))),avait remarqué le petit prince,had noticed the little prince,456.22,457.6,2.0,0.1864587664604187,0.7942377924919128,0.0193034615367651
(S (NP (DET cette) (NC fleur)) (VN (V est) (ADV bien) (VPP compliquée))),cette fleur est bien compliquée,this flower is very complicated,458.37,459.6,2.0,0.031958773732185364,0.3828345239162445,0.5852066874504089
(S (NP (DET le) (NC soir)) (VN (CLS vous) (CLO me) (V mettrez)) (PP (P sous) (NP (NC globe)))),le soir vous me mettrez sous globe,in the evening you will put me under a globe,460.87,462.55,2.0,0.05234510451555252,0.8347913026809692,0.11286363750696182
(S (VN (CLS il) (V fait)) (AP (ADV très) (ADJ froid)) (PP (P chez) (NP (PRO vous))) (Sint (VN (CLS c') (V est) (ADV mal) (VPP installé)))),il fait très froid chez vous int c est mal installé,it's very cold in your house it's poorly installed,462.96,465.24,2.0,0.007932334206998348,0.08266270905733109,0.909404993057251
(S (ADV là) (PP (P d') (NP (PROREL où))) (VN (CLS je) (V viens))),là d où je viens,where I come from,465.89,466.5,2.0,0.15577015280723572,0.8060963749885559,0.03813343867659569
(S (COORD (CC mais) (VN (CLS elle) (CLR s') (V était) (VPP interrompue)))),mais elle s était interrompue,but she was interrupted,467.59,468.62,2.0,0.029270213097333908,0.6563148498535156,0.31441494822502136
(S (VN (CLS elle) (V était) (VPP venue)) (PP (MWP (P sous) (N forme) (P de)) (NP (NC graine)))),elle était venue sous forme de graine,it came as a seed,469.33,470.92,2.0,0.04803069308400154,0.7991923093795776,0.15277701616287231
(S (VN (CLS elle) (ADV n') (V avait) (NP (PRO rien)) (VPP pu)) (VPinf (VN (VINF connaître)) (NP (DET des) (ADJ autres) (NC mondes)))),elle n avait rien pu inf connaître des autres mondes,she had not been able to know anything about other worlds,471.51,473.55,2.0,0.038638319820165634,0.8111875653266907,0.15017420053482056
(S (NP (NC humiliée) (VPinf (P de) (VN (CLR s') (VINF être) (VPP laissé)) (VPinf (VN (VINF surprendre)) (VPinf (P à) (VN (VINF préparer)) (NP (DET un) (NC mensonge) (AP (ADV aussi) (ADJ naïf))))))) (VN (CLS elle) (V avait) (VPP toussé)) (NP (DET deux) (COORD (CC ou) (DET trois)) (NC fois)) (VPinf (P pour) (VN (VINF mettre)) (NP (DET le) (ADJ petit) (NC prince)) (PP (P dans) (NP (DET son) (NC tort))))),humiliée inf de s être laissé inf surprendre inf à préparer un mensonge aussi naïf elle avait toussé deux ou trois fois inf pour mettre le petit prince dans son tort,"humiliated at having allowed herself to be surprised at preparing such a naive lie, she had coughed two or three times to put the little prince in the wrong",474.97,483.17,2.0,0.006387966684997082,0.15567344427108765,0.8379385471343994
(S (NP (DET ce) (NC paravent))),ce paravent,this screen,484.6809345789084,485.18,2.0,0.1470779925584793,0.754105806350708,0.09881621599197388
(S (VN (CLS j') (V allais)) (VPinf (VN (CLO le) (VINF chercher))) (COORD (CC mais) (VN (CLS vous) (CLO me) (V parliez)))),j allais inf le chercher mais vous me parliez,I was going to look for it but you were talking to me,486.2,487.93,2.0,0.08066245913505554,0.8737722039222717,0.04556533694267273
(S (ADV alors) (VN (CLS elle) (V avait)) (VPpart (VPP forcé) (NP (DET sa) (NC toux)) (PP (P pour) (NP (PRO lui))) (VPinf (VN (VINF infliger)) (MWADV (ADV quand) (ADV même)) (NP (DET des) (NC remords))))),alors elle avait part forcé sa toux pour lui inf infliger quand même des remords,so she forced her cough to still inflict remorse on him,489.65,493.23,2.0,0.013942654244601727,0.3591994345188141,0.6268579363822937
(S (ADV ainsi) (NP (DET le) (ADJ petit) (NC prince)) (PP (P malgré) (NP (DET la) (ADJ bonne) (NC volonté) (PP (P de) (NP (DET son) (NC amour))))) (VN (V avait) (ADV vite) (VPP douté)) (PP (P d') (NP (PRO elle)))),ainsi le petit prince malgré la bonne volonté de son amour avait vite douté d elle,"thus the little prince, despite the good will of his love, quickly doubted her",494.61,499.73,2.0,0.05126887559890747,0.4605083465576172,0.48822280764579773
(S (VN (CLS il) (V avait) (VPP pris)) (PP (P à) (NP (DET le) (NC sérieux) (PP (P des) (NP (NC mots))))) (PP (P sans) (NP (NC importance))) (COORD (CC et) (Sint (VN (V était) (VPP devenu)) (AP (ADV très) (ADJ malheureux))))),il avait pris à le sérieux des mots sans importance et int était devenu très malheureux,he had taken unimportant words seriously and he had become very unhappy,500.66,505.29,2.0,0.005630000028759241,0.08466064929962158,0.9097094535827637
(S (VN (CLS j') (V aurais) (VPP dû)) (VPinf (VN (MWADV (ADV ne) (ADV pas)) (CLO l') (VINF écouter)))),j aurais dû inf ne pas l écouter,I should have not listened to him,506.55,507.74,2.0,0.020124763250350952,0.2309826761484146,0.7488925457000732
(S (VN (CLO me) (V confia) (MWCL (DET t) (CL il))) (NP (DET un) (NC jour))),me confia t il un jour,he confided to me one day,508.21,509.31,2.0,0.12869009375572205,0.8544479608535767,0.01686185784637928
(S (VN (CLS il) (ADV ne) (V faut)) (VPinf (ADV jamais) (VN (VINF écouter)) (NP (DET les) (NC fleurs)))),il ne faut inf jamais écouter les fleurs,you should never listen to flowers,509.96,511.69,2.0,0.030315086245536804,0.2409840226173401,0.7287008762359619
(S (VN (CLS il) (V faut)) (VPinf (VN (CLO les) (VINF regarder))) (COORD (CC et) (NP (DET les) (NC respirer)))),il faut inf les regarder et les respirer,you have to look at them and breathe them,512.48,514.4,2.0,0.10661274194717407,0.8518704175949097,0.04151684790849686
(S (NP (DET la) (PRO mienne)) (VN (V embaumait)) (NP (DET ma) (NC planète)) (COORD (CC mais) (Sint (VN (CLS je) (ADV ne) (V savais)) (ADV pas) (VPinf (VN (CLO m') (CLO en) (VINF réjouir)))))),la mienne embaumait ma planète mais int je ne savais pas inf m en réjouir,mine perfumed my planet but I didn't know how to rejoice in it,515.14,518.85,2.0,0.4756315052509308,0.36260896921157837,0.16175948083400726
(S (NP (DET cette) (NC histoire) (PP (P de) (NP (NC griffes) (Srel (NP (PROREL qui)) (VN (CLO m') (V avait) (ADV tellement) (VPP agacé)))))) (VN (V eût) (VPP dû)) (VPinf (VN (CLO m') (VINF attendrir)))),cette histoire de griffes rel qui m avait tellement agacé eût dû inf m attendrir,this story of rel claws which had annoyed me so much should have softened me,519.7,523.76,2.0,0.020492926239967346,0.23782318830490112,0.741683840751648
(S (VN (CLS il) (CLO me) (V confia)) (ADV encore))),il me confia encore,he confided to me again,525.02,526.12,2.0,0.2143108993768692,0.7728891372680664,0.012799915857613087
(S (VN (CLS je) (ADV n') (V ai) (ADV alors) (ADV rien) (VPP su)) (VPinf (VN (VINF comprendre)))),je n ai alors rien su inf comprendre,I was then unable to understand anything,526.91,528.65,2.0,0.01243908703327179,0.16320548951625824,0.8243553638458252
(S (VN (CLS j') (V aurais) (VPP dû)) (VPinf (VN (CLO la) (VINF juger)) (PP (P sur) (NP (DET les) (NC actes)) (COORD (CC et) (ADV non) (PP (P sur) (NP (DET les) (NC mots))))))),j aurais dû inf la juger sur les actes et non sur les mots,I should have judged her on actions and not on words,529.22,531.9,2.0,0.04056210443377495,0.49673715233802795,0.462700754404068
(S (NP (PRO elle)) (VN (CLO m') (V embaumait)) (COORD (CC et) (VN (CLO m') (V éclairait)))),elle m embaumait et m éclairait,she embalmed me and enlightened me,532.79,534.39,2.0,0.7648827433586121,0.2224491387605667,0.012668113224208355
(S (VN (CLS je) (ADV n') (V aurais) (ADV jamais) (VPP dû)) (VPinf (VN (CLO m') (VINF enfuir)))),je n aurais jamais dû inf m enfuir,I should never have run away,535.03,536.51,2.0,0.029801225289702415,0.2723332345485687,0.6978655457496643
(S (VN (CLS j') (V aurais) (VPP dû)) (VPinf (VN (VINF deviner)) (NP (DET sa) (NC tendresse)) (PP (P derrière) (NP (DET ses) (ADJ pauvres) (NC ruses))))),j aurais dû inf deviner sa tendresse derrière ses pauvres ruses,I should have guessed his tenderness behind his poor tricks,537.25,539.97,2.0,0.010541348718106747,0.16110892593860626,0.828349769115448
(S (NP (DET les) (NC fleurs)) (VN (V sont)) (AP (ADV si) (ADJ contradictoires))),les fleurs sont si contradictoires,the flowers are so contradictory,540.66,542.59,2.0,0.012365476228296757,0.2477930337190628,0.7398414611816406
(S (COORD (CC mais) (VN (CLS j') (V étais)) (AP (ADV trop) (ADJ jeune)) (VPinf (P pour) (VN (VINF savoir)) (VPinf (VN (CLO l') (VINF aimer)))))),mais j étais trop jeune inf pour savoir inf l aimer,but I was too young to know how to love him,543.61,545.26,2.0,0.06262584030628204,0.42220738530158997,0.5151667594909668
(S (VN (CLS je) (V crois)) (S (CS qu') (VN (CLS il) (V profita)) (PP (P pour) (NP (DET son) (NC évasion) (PP (P d') (NP (DET une) (NC migration) (PP (P d') (NP (NC oiseaux) (AP (ADJ sauvages)))))))))),je crois  qu il profita pour son évasion d une migration d oiseaux sauvages,I believe  that he took advantage of a migration of wild birds for his escape,548.49,553.31,2.0,0.046737998723983765,0.861849844455719,0.09141212701797485
(S (PP (P à) (NP (DET le) (NC matin) (PP (P de) (NP (DET le) (NC départ))))) (VN (CLS il) (V mit)) (NP (DET sa) (NC planète) (PP (ADV bien) (P en) (NP (NC ordre))))),au matin de le départ il mit sa planète bien en ordre,on the morning of departure he put his planet in good order,554.28,557.44,2.0,0.6109416484832764,0.36753860116004944,0.02151971310377121
(S (VN (CLS il) (V ramona) (ADV soigneusement)) (NP (DET ses) (NC volcans) (PP (P en) (NP (NC activité))))),il ramona soigneusement ses volcans en activité,he carefully swept his active volcanoes,558.89,561.74,2.0,0.14324145019054413,0.8321635723114014,0.024594999849796295
(S (VN (CLS il) (V possédait)) (NP (DET deux) (NC volcans) (PP (P en) (NP (NC activité))))),il possédait deux volcans en activité,it had two active volcanoes,562.42,564.39,2.0,0.06828227639198303,0.8852455615997314,0.04647218808531761
(S (COORD (CC et) (Sint (VN (CLS c') (V était)) (AP (ADV bien) (ADJ commode) (VPinf (P pour) (VN (VINF faire) (VINF chauffer)) (NP (DET le) (ADJ petit) (NC déjeuner) (PP (P de) (NP (DET le) (NC matin))))))))),et int c était bien commode inf pour faire chauffer le petit déjeuner de le matin,and it was very convenient to heat breakfast in the morning,564.96,567.79,2.0,0.8800093531608582,0.11565110087394714,0.004339564125984907
(S (VN (CLS il) (V possédait)) (ADV aussi) (NP (DET un) (NC volcan) (AP (ADJ éteint)) (ADV mais)) (S (CS comme) (VN (CLS il) (V disait))) (Sint (VN (CLS on) (ADV ne) (V sait) (ADV jamais))) (Sint (VN (CLS il) (V ramona) (ADV donc)) (ADV également) (NP (DET le) (NC volcan) (AP (ADJ éteint))))),il possédait aussi un volcan éteint mais  comme il disait int on ne sait jamais int il ramona donc également le volcan éteint,he also had an extinct volcano but  as he said int you never know int he ramona therefore also the extinct volcano,568.76,570.36,2.0,0.03162296861410141,0.8371320962905884,0.13124483823776245
(S (S (CS s') (VN (CLS ils) (V sont)) (AP (ADV bien) (ADJ ramonés))) (NP (DET les) (NC volcans)) (VN (V brûlent)) (AP (ADJ doucement)) (COORD (CC et) (VPpart (AdP (ADV régulièrement)) (PP (P sans) (NP (NC éruptions)))))), s ils sont bien ramonés les volcans brûlent doucement et part d régulièrement sans éruptions, if they are well swept the volcanoes burn gently and leave regularly without eruptions,578.01,583.07,2.0,0.27763819694519043,0.6838552951812744,0.03850650042295456
(S (NP (DET les) (NC éruptions) (AP (ADJ volcaniques))) (VN (V sont)) (PP (P comme) (NP (DET des) (NC feux) (PP (P de) (NP (NC cheminée)))))),les éruptions volcaniques sont comme des feux de cheminée,volcanic eruptions are like chimney fires,584.12,586.74,2.0,0.020987771451473236,0.3957369029521942,0.5832753777503967
(S (ADV évidemment) (Srel (PP (P sur) (NP (DET notre) (NC terre))) (VN (CLS nous) (V sommes)) (AP (AdP (ADV beaucoup) (ADV trop)) (ADJ petits)) (VPinf (P pour) (VN (VINF ramoner)) (NP (DET nos) (NC volcans))))),évidemment rel sur notre terre nous sommes d beaucoup trop petits inf pour ramoner nos volcans,obviously real on our earth we are much too small to sweep our volcanoes,587.95,591.22,2.0,0.07870444655418396,0.6108630895614624,0.310432493686676
(S (VN (CLS c') (V est)) (ADVWH pourquoi) (Sint (VN (CLS ils) (CLO nous) (V causent)) (NP (DET des) (NC tas) (PP (P d') (NP (NC ennuis)))))),c est pourquoi int ils nous causent des tas d ennuis,that's why they cause us a lot of trouble,592.04,594.25,2.0,0.007762775290757418,0.12293782085180283,0.8692992925643921
(S (NP (DET le) (ADJ petit) (NC prince)) (VN (V arracha)) (ADV aussi) (PP (P avec) (NP (MWD (DET un) (ADV peu) (P de)) (NC mélancolie))) (NP (DET les) (ADJ dernières) (NC pousses) (PP (P de) (NP (NC baobabs))))),le petit prince arracha aussi avec un peu de mélancolie les dernières pousses de baobabs,"the little prince also pulled out, with a little melancholy, the last baobab shoots",595.75,601.1,2.0,0.04048747569322586,0.9030011296272278,0.05651143565773964
(S (VN (CLS il) (V croyait)) (VPinf (MWADV (ADV ne) (ADV jamais)) (VN (VINF devoir)) (VPinf (VN (VINF revenir))))),il croyait inf ne jamais devoir inf revenir,he thought he would never have to come back,601.94,604.15,2.0,0.0624016709625721,0.6156315803527832,0.3219667673110962
(S (COORD (CC mais) (Sint (NP (ADJ tous) (DET ces) (NC travaux) (AP (ADJ familiers))) (VN (CLO lui) (V parurent)) (NP (DET ce) (NC matin)) (ADV là) (AP (ADV extrêmement) (ADJ doux))))),mais int tous ces travaux familiers lui parurent ce matin là extrêmement doux,but all these familiar works seemed extremely sweet to him that morning,605.18,609.51,2.0,0.9667729735374451,0.028992218896746635,0.00423477916046977
(S (S (MWC (C et) (ADV quand)) (VN (CLS il) (V arrosa)) (NP (DET une) (ADJ dernière) (NC fois)) (NP (DET la) (NC fleur)) (COORD (CC et) (VN (CLR se) (V prépara)) (VPinf (P à) (VN (CLO la) (VINF mettre)) (PP (P à) (NP (DET l') (NC abri))) (PP (P sous) (NP (DET son) (NC globe)))))) (VN (CLS il) (CLR se) (V découvrit)) (NP (DET l') (NC envie) (PP (P de) (NP (NC pleurer))))), et quand il arrosa une dernière fois la fleur et se prépara inf à la mettre à l abri sous son globe il se découvrit l envie de pleurer, and when he watered the flower one last time and prepared to shelter it under his globe he discovered he wanted to cry,610.59,618.78,2.0,0.05052727460861206,0.34341955184936523,0.6060531735420227
(S (NP (NC adieu)) (VN (V dit) (CLS il)) (PP (P à) (NP (DET la) (NC fleur))) (COORD (CC mais) (Sint (VN (CLS elle) (ADV ne) (CLO lui) (V répondit)) (ADV pas)))),adieu dit il à la fleur mais int elle ne lui répondit pas,farewell he said to the flower but she did not answer him,620.46,623.82,2.0,0.03324156999588013,0.7940207123756409,0.172737717628479
(S (NP (NC adieu)) (VN (V répéta) (MWCL (DET t) (CL il)))),adieu répéta t il,goodbye he repeated,625.34,626.56,2.0,0.12045934796333313,0.727402925491333,0.15213771164417267
(S (NP (DET la) (NC fleur)) (VN (V toussa)) (COORD (CC mais) (VN (CLS ce) (ADV n') (V était) (ADV pas)) (PP (MWP (P à) (N cause) (P de)) (NP (DET son) (NC rhume))))),la fleur toussa mais ce n était pas à cause de son rhume,the flower coughed but it wasn't because of her cold,627.5,630.55,2.0,0.058587104082107544,0.6169869303703308,0.32442596554756165
(S (VN (CLS j') (V ai) (VPP été) (VPP sotte))),j ai été sotte,I was stupid,631.75,632.57,2.0,0.06114521622657776,0.2599082291126251,0.6789465546607971
(S (VN (CLO lui) (V dit) (CLS elle)) (ADV enfin))),lui dit elle enfin,she finally told him,633.14,633.86,2.0,0.22014230489730835,0.7509596347808838,0.028898032382130623
(S (VN (CLS je) (CLO te) (V demande)) (AP (ADJ pardon))),je te demande pardon,I beg your pardon,634.41,635.28,2.0,0.0667213499546051,0.46950867772102356,0.4637700319290161
(S (NP (NC tâche) (VPinf (P d') (VN (VINF être)) (AP (ADJ heureux))))),tâche inf d être heureux,lower task of being happy,635.91,636.46,2.0,0.612667441368103,0.3244512975215912,0.062881238758564
(S (VN (CLS il) (V fut) (VPP surpris)) (PP (P par) (NP (DET l') (NC absence) (PP (P de) (NP (NC reproches)))))),il fut surpris par l absence de reproches,he was surprised by the absence of reproaches,637.46,639.68,2.0,0.07303492724895477,0.6719158291816711,0.2550492286682129
(S (VN (CLS il) (V restait)) (MWADV (ADV là) (ADV tout)) (VPinf (VN (VINF déconcerté)) (NP (DET le) (NC globe)) (PP (P en) (NP (DET l') (NC air))))),il restait là tout inf déconcerté le globe en l air,he remained there completely disconcerted with the globe in the air,640.95,644.25,2.0,0.015138608403503895,0.44093695282936096,0.5439244508743286
(S (VN (CLS il) (ADV ne) (V comprenait)) (ADV pas) (AP (MWADV (DET cette) (N douceur)) (ADJ calme))),il ne comprenait pas cette douceur calme,he didn't understand this calm sweetness,644.85,646.82,2.0,0.08100946992635727,0.5059043765068054,0.4130862355232239
(S (COORD (CC mais) (ADV oui) (Sint (VN (CLS je) (CLR t') (V aime))))),mais oui int je t aime,but yes int I love you,647.98,648.93,2.0,0.9281831383705139,0.06424504518508911,0.007571810390800238
(S (VN (CLO lui) (V dit)) (NP (DET la) (NC fleur))),lui dit la fleur,the flower told him,649.46,650.18,2.0,0.15443779528141022,0.7941794395446777,0.05138271301984787
(S (VN (CLS tu) (ADV n') (CLO en) (V as) (NP (PRO rien)) (VPP su)) (PP (P par) (NP (DET ma) (NC faute)))),tu n en as rien su par ma faute,you didn't know about it because of me,650.79,652.54,2.0,0.03270409628748894,0.48130154609680176,0.4859943687915802
(S (NP (PRO cela)) (VN (ADV n') (V a)) (NP (DET aucune) (NC importance))),cela n a aucune importance,It has no importance,653.11,654.29,2.0,0.06452278792858124,0.4215872287750244,0.5138899683952332
(S (COORD (CC mais) (VN (CLS tu) (V as) (VPP été)) (ADV aussi) (AP (ADJ sot) (S (CS que) (NP (PRO moi)))))),mais tu as été aussi sot  que moi,but you were as stupid  as me,654.93,656.19,2.0,0.0171678364276886,0.20047490298748016,0.7823573350906372
(S (NP (NC tâche) (VPinf (P d') (VN (VINF être)) (AP (ADJ heureux))))),tâche inf d être heureux,lower task of being happy,656.99,657.59,2.0,0.612667441368103,0.3244512975215912,0.062881238758564
(S (VN (V laisse)) (NP (DET ce) (NC globe) (AP (ADJ tranquille)))),laisse ce globe tranquille,leave this globe alone,658.21,659.24,2.0,0.017839141190052032,0.18108335137367249,0.8010774850845337
(S (VN (CLS je) (ADV n') (CLO en) (V veux)) (ADV plus))),je n en veux plus,I do not want it anymore,659.78,660.44,2.0,0.02129126526415348,0.17258471250534058,0.8061240315437317
(S (COORD (CC mais) (NP (DET le) (NC vent)))),mais le vent,but the wind,661.74,662.2,2.0,0.1286780685186386,0.7084518671035767,0.16287004947662354
(S (VN (CLS je) (ADV ne) (V suis)) (ADV pas) (AP (ADV si) (ADJ enrhumée) (S (CS que) (NP (PRO ça))))),je ne suis pas si enrhumée  que ça,I'm not that  cold,663.2,664.47,2.0,0.17467255890369415,0.5760400891304016,0.24928733706474304
(S (NP (DET l') (NC air) (AP (ADJ frais)) (PP (P de) (NP (DET la) (NC nuit)))) (VN (CLR me) (V fera)) (PP (P de) (NP (DET le) (NC bien)))),l air frais de la nuit me fera de le bien,the fresh night air will do me good,665.08,666.58,2.0,0.9304013848304749,0.06291137635707855,0.006687205284833908
(S (VN (CLS je) (V suis)) (NP (DET une) (NC fleur))),je suis une fleur,I am a flower,667.01,667.83,2.0,0.7666510343551636,0.20065458118915558,0.03269438073039055
(S (COORD (CC mais) (NP (DET les) (NC bêtes)))),mais les bêtes,but the animals,669.2656863315036,669.944467406888,2.0,0.06950817257165909,0.6182058453559875,0.31228601932525635
(S (VN (CLS il) (V faut)) (S (MWC (ADV bien) (C que)) (VN (CLS je) (V supporte)) (NP (DET deux) (COORD (CC ou) (DET trois)) (NC chenilles)) (S (CS si) (VN (CLS je) (V veux)) (VPinf (VN (VINF connaître)) (NP (DET les) (NC papillons)))))),il faut  bien que je supporte deux ou trois chenilles  si je veux inf connaître les papillons,I have to  although I can support two or three  caterpillars if I want to know about butterflies,671.2846249146982,674.49,2.0,0.2698395550251007,0.6920308470726013,0.03812967240810394
(S (VN (CLS il) (V paraît)) (S (CS que) (VN (CLS c') (V est)) (AP (ADV tellement) (ADJ beau))) (COORD (CC sinon) (NP (PROWH qui)) (VN (CLO me) (V rendra)) (NP (NC visite)))),il paraît  que c est tellement beau sinon qui me rendra visite,it seems  that it's so beautiful otherwise who will visit me,675.29,678.9,2.0,0.8403844237327576,0.12978002429008484,0.02983551286160946
(S (VN (CLS tu) (V seras)) (ADV loin) (NP (PRO toi))),tu seras loin toi,you will be far away,679.51,680.33,2.0,0.07134931534528732,0.49574369192123413,0.43290698528289795
(S (PP (MWP (ADV quant) (P à)) (NP (DET les) (ADJ grosses) (NC bêtes))) (VN (CLS je) (ADV ne) (V crains)) (NP (PRO rien))),quant à les grosses bêtes je ne crains rien,as for big animals I fear nothing,681.1,682.52,2.0,0.2927342653274536,0.5240671634674072,0.18319858610630035
(S (VN (CLS j') (V ai)) (NP (DET mes) (NC griffes))),j ai mes griffes,I have my claws,682.88,683.5922157165381,2.0,0.21465425193309784,0.6580780744552612,0.12726770341396332
(S (COORD (CC et) (VN (CLS elle) (V montrait)) (VPinf (VN (VINF naïvement)) (NP (DET ses) (ADJ quatre) (NC épines))))),et elle montrait inf naïvement ses quatre épines,and she inf naively showed her four thorns,684.9149685813898,687.53,2.0,0.15218141674995422,0.8178386688232422,0.029979903250932693
(S (ADV puis) (VN (CLS elle) (V ajouta)) (Sint (VN (ADV ne) (V traîne) (ADV pas)) (PP (P comme) (NP (PRO ça))))),puis elle ajouta int ne traîne pas comme ça,then she added int don't hang around like that,688.53,690.8,2.0,0.023394059389829636,0.5377391576766968,0.4388667643070221
(S (VN (CLS c') (V est) (VPP agaçant))),c est agaçant,it's annoying,690.87,691.53,2.0,0.025679320096969604,0.2187374234199524,0.7555832862854004
(S (VN (CLS tu) (V as) (VPP décidé)) (VPinf (P de) (VN (VINF partir)))),tu as décidé inf de partir,you decided to leave,691.95,693.1,2.0,0.026747839525341988,0.5502657890319824,0.4229864180088043
(S (VN (V va) (CLS t')) (AdP (MWADV (P en)))),va t d en,is going away,693.5,693.76,2.0,0.13641630113124847,0.6778712868690491,0.18571235239505768
(S (COORD (CC car) (VN (CLS elle) (ADV ne) (V voulait)) (ADV pas) (S (CS qu') (VN (CLS il) (CLO la) (V vît) (VPP pleurer))))),car elle ne voulait pas  qu il la vît pleurer,because she didn't want him to see her cry,694.43,696.18,2.0,0.0209666658192873,0.3173893094062805,0.6616440415382385
(S (VN (CLS c') (V était)) (NP (DET une) (NC fleur) (AP (ADV tellement) (ADJ orgueilleuse)))),c était une fleur tellement orgueilleuse,it was such a proud flower,696.71,699.12,2.0,0.9356928467750549,0.04508703947067261,0.01922014355659485
(S (VN (CLS il) (CLR se) (V trouvait)) (PP (P dans) (NP (DET la) (NC région) (PP (P des) (NP (MWN (N astéroïdes) (ADJ 325 326 327 328)))))) (NP (DET 329) (MWN (DET et) (DET 330)))),il se trouvait dans la région des astéroïdes et,it was in the asteroid region and,3.19,12.06,3.0,0.036713048815727234,0.9162905812263489,0.046996332705020905
(S (VN (CLS il) (V commença)) (ADV donc) (VPinf (P par) (VN (CLO les) (VINF visiter)) (VPinf (P pour) (VN (CLO y) (VINF chercher)) (NP (DET une) (NC occupation)) (COORD (CC et) (VPinf (P pour) (VN (CLR s') (VINF instruire))))))),il commença donc inf par les visiter inf pour y chercher une occupation et inf pour s instruire,he therefore began inf by visiting them inf to seek an occupation and inf to educate himself,14.17,18.74,3.0,0.04013148695230484,0.8903709053993225,0.06949759274721146
(S (NP (DET le) (ADJ premier)) (VN (V était)) (NP (ADJ habité)) (PP (P par) (NP (DET un) (NC roi)))),le premier était habité par un roi,the first was inhabited by a king,19.84,21.68,3.0,0.07955563813447952,0.8386302590370178,0.08181411772966385
