tree,sentence,t1,t2,section,positive,neutral,negative
(S (NP (PRP i)) (VP (VBD took) (NP (PRP him)) (PP (IN in) (NP (NP (PRP$ my)) (NP (NNS arms)))))),i took him in my arms,238.3568,239.5867000000001,2.0,0.34482404589653015,0.6372568011283875,0.017919078469276428
(S (NP (PRP i)) (VP (VBD rocked) (NP (PRP him)))),i rocked him,239.9260999999999,240.5307,2.0,0.41040319204330444,0.5315061211585999,0.05809064581990242
(S (NP (PRP i)) (VP (VBD said) (NP (DT the) (NN flower)) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP love) (SBAR (S (VP (VBZ is) (RB not) (PP (IN in) (NP (NN danger))))))))))),i said the flower that you love is not in danger,240.94010000000003,244.23810000000003,2.0,0.20184975862503052,0.6211062669754028,0.17704395949840546
(S (NP (PRP i)) (VP (MD will) (VP (VB draw) (S (NP (PRP you)) (NP (NP (DT a) (NN muzzle)) (PP (IN for) (NP (NP (PRP$ your)) (NP (NN sheep))))))))),i will draw you a muzzle for your sheep,244.90660000000003,246.9366,2.0,0.0647558942437172,0.6386002898216248,0.29664379358291626
(S (NP (PRP i)) (VP (MD will) (VP (VB draw) (S (NP (PRP you)) (NP (NP (DT a) (NN railing)) (PP (IN for) (NP (NP (PRP$ your)) (NP (NN flower))))))))),i will draw you a railing for your flower,246.9766,249.10660000000007,2.0,0.3005882203578949,0.677950382232666,0.021461457014083862
(NP (PRP i)),i,249.3065999999999,249.3065999999999,2.0,0.39761248230934143,0.4859461188316345,0.11644136905670166
(NP (PRP i)),i,249.3065999999999,249.3065999999999,2.0,0.39761248230934143,0.4859461188316345,0.11644136905670166
(S (NP (PRP i)) (VP (VBD was) (RB not) (ADJP (JJ sure) (SBAR (WHNP (WP what)) (S (VP (TO to) (VP (VB say)))))))),i was not sure what to say,249.3065999999999,251.568,2.0,0.02258894592523575,0.49324941635131836,0.4841616153717041
(S (NP (PRP i)) (VP (VBD felt) (NP (RB very) (JJ awkward)))),i felt very awkward,252.5909999999999,253.76060000000007,2.0,0.02076043374836445,0.21622367203235626,0.7630159258842468
(S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB reach) (NP (PRP him)) (SBAR (WHADVP (WRB where)) (S (VP (TO to) (VP (VB find) (NP (PRP him))))))))))))),i did not know how to reach him where to find him,254.39429999999996,255.69429999999988,2.0,0.018323907628655434,0.245165154337883,0.7365109920501709
(S (NP (PRP it)) (VP (VBZ is) (NP (NP (RB so) (JJ secretive)) (NP (NP (DT the) (NN land)) (PP (IN of) (NP (NNS tears))))))),it is so secretive the land of tears,257.5617,259.7409,2.0,0.007664961274713278,0.11431986838579178,0.8780151605606079
(S (NP (PRP i)) (VP (VBD learned) (ADVP (RB very) (RB quickly)) (S (VP (TO to) (VP (VB know) (NP (DT this) (NN flower)) (ADVP (RBR better))))))),i learned very quickly to know this flower better,260.9801,263.7343000000001,2.0,0.6784793734550476,0.30356884002685547,0.01795175112783909
(S (NP (EX there)) (VP (VBD had) (ADVP (RB always)) (VP (VP (VBN been) (NP (ADJP (RB very) (JJ simple)) (NNS flowers)) (PP (IN on) (NP (NP (DT the) (NN planet)) (PP (IN of) (NP (DT the) (JJ little) (NN prince)))))) (VP (VBN decorated) (PP (IN with) (NP (NP (DT a) (JJ single) (NN row)) (PP (IN of) (NP (NP (NNS petals)) (SBAR (WHNP (WDT that)) (S (VP (VBD did) (RB not) (VP (VB take) (PRT (RP up)) (NP (DT any) (NN space))))))))))) (CC and) (VP (VBD did) (RB not) (VP (VB bother) (NP (NN anyone))))))),there had always been very simple flowers on the planet of the little prince decorated with a single row of petals that did not take up any space and did not bother anyone,264.7577000000001,274.69360000000006,2.0,0.3020167052745819,0.647087574005127,0.050895702093839645
(S (S (NP (PRP they)) (VP (MD would) (VP (VB appear) (NP (NP (CD one) (NN morning)) (PP (IN in) (NP (DT the) (NN grass))))))) (CC and) (S (PP (IN by) (NP (NN evening))) (NP (PRP they)) (VP (MD would) (VP (VB have) (VP (VBN faded) (PRT (RP away))))))),they would appear one morning in the grass and by evening they would have faded away,275.6172999999999,279.9356,2.0,0.024221954867243767,0.7886477708816528,0.18713025748729706
(S (SBAR (CC but) (SBAR (NP (DT this) (NN one)) (VP (VBD had) (VP (VBN sprouted) (NP-TMP (CD one) (NN day)) (PP (IN from) (NP (NP (DT a) (NN seed)) (VP (VP (VBN blown) (PP (IN in))) (PP (IN from) (SBAR (NP (DT no) (NN one)) (VP (VBZ knows) (WHADVP (WRB where)))))))))))) (SBAR (CC and) (SBAR (NP (DT the) (JJ little) (NN prince)) (VP (VBD had) (VP (VBN watched) (ADVP (RB very) (RB closely)) (NP (NP (DT this) (NN sprout)) (SBAR (IN that) (S (VP (VBD was) (RB not) (PP (IN like) (NP (DT the) (JJ other) (NNS sprouts)))))))))))),but this one had sprouted one day from a seed blown in from no one knows where and the little prince had watched very closely this sprout that was not like the other sprouts,280.9086,291.0993000000001,2.0,0.14664633572101593,0.8135237097740173,0.039829958230257034
(S (NP (PRP it)) (VP (MD could) (VP (VB have) (VP (VBN been) (NP (NP (DT a) (JJ new) (NN kind)) (PP (IN of) (NP (NN baobab)))))))),it could have been a new kind of baobab,291.7928999999999,293.5219,2.0,0.12086624652147293,0.7970227599143982,0.08211097866296768
(S (CC but) (NP (DT the) (NN shrub)) (ADVP (RB soon)) (VP (VP (VBD stopped) (NP (VBG growing))) (CC and) (VP (VBD began) (S (VP (TO to) (VP (VB produce) (NP (DT a) (NN flower)))))))),but the shrub soon stopped growing and began to produce a flower,294.65010000000007,298.62300000000005,2.0,0.04829353466629982,0.7712046504020691,0.18050187826156616
(S (NP (NP (DT the) (JJ little) (NN prince)) (SBAR (WHNP (WP who)) (S (VP (VBN witnessed) (NP (NP (DT the) (NN appearance)) (PP (IN of) (NP (DT a) (JJ huge) (NN bud)))))))) (VP (VBD felt) (SBAR (IN that) (S (NP (DT a) (NNS miraculous) (NN apparition)) (VP (MD must) (VP (VB emerge) (PP (IN from) (NP (PRP it))))))))),the little prince who witnessed the appearance of a huge bud felt that a miraculous apparition must emerge from it,299.6008999999999,306.8526999999999,2.0,0.44925132393836975,0.5403727889060974,0.01037591602653265
(S (CC but) (NP (DT the) (NN flower)) (ADVP (RB never)) (VP (VBD stopped) (S (VP (VBG preparing) (PP (IN for) (NP (NP (PRP$ her)) (NP (JJ future) (NN beauty)))))))),but the flower never stopped preparing for her future beauty,307.6113,310.7712999999999,2.0,0.792900800704956,0.19690804183483124,0.010191183537244797
(S (ADVP (JJ safe) (PP (IN in) (NP (NP (PRP$ her)) (NP (JJ green) (NN chamber))))) (S (NP (PRP she)) (VP (VP (VBD chose) (NP (NP (PRP$ her)) (NP (NNS colors)))) (ADVP (RB carefully))))),safe in her green chamber she chose her colors carefully,311.3713,314.94769999999994,2.0,0.46240532398223877,0.5219749808311462,0.015619708225131035
(S (NP (PRP she)) (VP (VBD dressed) (ADVP (RB slowly)))),she dressed slowly,315.3919000000001,316.4417000000001,2.0,0.15733332931995392,0.8128867149353027,0.029779983684420586
(S (NP (PRP she)) (VP (VP (VBD arranged) (NP (NP (PRP$ her)) (NP (NNS petals)))) (ADVP (NP (CD one)) (PP (IN by) (NP (CD one)))))),she arranged her petals one by one,317.0961,318.7161000000001,2.0,0.08995643258094788,0.8708086609840393,0.0392349511384964
(S (NP (PRP she)) (VP (VBD did) (RB not) (VP (VB want) (S (VP (TO to) (VP (VB come) (PRT (RP out)) (NP (NP (DT all) (NN rumpled)) (PP (IN like) (NP (DT the) (NNS poppies)))))))))),she did not want to come out all rumpled like the poppies,320.0648000000001,323.2229,2.0,0.020986024290323257,0.37200841307640076,0.6070055365562439
(S (NP (PRP she)) (VP (MD would) (ADVP (RB only)) (VP (VB want) (S (VP (TO to) (VP (VB appear) (PP (IN in) (NP (NP (DT the) (JJ full) (NN radiance)) (PP (IN of) (NP (NP (PRP$ her)) (NP (NN beauty)))))))))))),she would only want to appear in the full radiance of her beauty,324.0718999999999,327.69050000000016,2.0,0.7294853925704956,0.252959281206131,0.017555294558405876
(S (S (FRAG (UH oh) (UH yes)) (NP (PRP she)) (VP (VBD was) (NP (DT a) (ADJP (RB very) (JJ flirtatious)) (NN creature))))),oh yes she was a very flirtatious creature,328.42920000000004,331.53279999999995,2.0,0.5887919068336487,0.31147006154060364,0.09973806142807007
(S (CC and) (NP (NP (PRP$ her)) (NP (JJ mysterious) (NN adornment))) (VP (VBD had) (ADVP (RB thus)) (VP (VBN lasted) (PP (IN for) (NP (NNS days) (CC and) (NNS days)))))),and her mysterious adornment had thus lasted for days and days,332.5014000000001,336.2213999999999,2.0,0.35249119997024536,0.6188857555389404,0.028623046353459358
(S (ADVP (RB then)) (NP-TMP (CD one) (NN morning)) (PP (ADVP (RB exactly)) (IN at) (NP (NN sunrise))) (NP (PRP she)) (ADVP (RB suddenly)) (VP (VBD showed) (NP (PRP herself)))),then one morning exactly at sunrise she suddenly showed herself,338.1729,342.7656999999999,2.0,0.19204963743686676,0.796075701713562,0.011874718591570854
(S (S (CC and) (S (PP (IN after) (S (VP (VBG having) (VP (VBN worked) (PP (IN with) (NP (JJ such) (NN care) (CC and) (NN attention))) (PP (TO to) (NP (NN detail))))))) (NP (PRP she)) (VP (VBD said) (PP (IN with) (NP (DT a) (NN yawn)))))) (NP (NNP oh) (NNP i)) (VP (VBP have) (ADVP (RB only)) (VP (ADVP (RB just)) (VBN woken) (PRT (RP up))))),and after having worked with such care and attention to detail she said with a yawn oh i have only just woken up,343.7593999999999,352.12890000000016,2.0,0.4489164352416992,0.46741119027137756,0.0836724266409874
(S (NP (PRP i)) (VP (VBP do) (VP (VB apologize)))),i do apologize,352.5681,353.6080999999999,2.0,0.042926277965307236,0.4607308804988861,0.49634283781051636
(S (NP (PRP i)) (VP (VBP am) (RB not) (ADVP (RB yet)) (ADJP (JJ presentable)))),i am not yet presentable,353.6681000000001,354.9222,2.0,0.05677415803074837,0.4531385004520416,0.4900873303413391
(S (NP (DT the) (JJ little) (NN prince)) (VP (MD could) (RB not) (VP (VB restrain) (NP (NP (PRP$ his)) (NP (NN admiration)))))),the little prince could not restrain his admiration,355.9449,358.4444000000001,2.0,0.7775854468345642,0.19284042716026306,0.029574137181043625
(S (NP (PRP you)) (VP (VBP are) (ADJP (RB so) (JJ beautiful)))),you are so beautiful,359.3226,360.7021,2.0,0.9568677544593811,0.028457315638661385,0.01467490941286087
(S (VP (VBP am) (ADJP (JJ i) (RB not)))),am i not,361.5406,362.3151,2.0,0.0805460587143898,0.7577513456344604,0.16170258820056915
(S (NP (DT the) (NN flower)) (VP (VBD responded) (ADVP (RB sweetly)))),the flower responded sweetly,362.6145000000001,364.4189000000001,2.0,0.8834244608879089,0.1046079769730568,0.011967592872679234
(S (CC and) (NP (PRP i)) (VP (VBD was) (VP (VBN born) (PP (IN at) (NP (NP (DT the) (JJ same) (NN moment)) (PP (IN as) (NP (DT the) (NN sun)))))))),and i was born at the same moment as the sun,365.3072,367.5468000000001,2.0,0.2990138828754425,0.6865184903144836,0.014467577449977398
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD guessed) (ADVP (RB easily) (RB enough)) (SBAR (IN that) (S (NP (PRP she)) (VP (VBD was) (RB not) (ADJP (RB very) (JJ modest))))))),the little prince guessed easily enough that she was not very modest,368.6444000000001,372.3632,2.0,0.06285883486270905,0.6904430389404297,0.24669814109802246
(S (CC but) (SBAR (WHADVP (WRB how)) (S (VP (VBG moving) (NP (PRP she))))) (VP (VBD was))),but how moving she was,372.9272000000001,374.5520999999999,2.0,0.7424706816673279,0.23792609572410583,0.019603228196501732
(S (NP (PRP it)) (VP (VBZ is) (NP (NN time)) (PRN (S (NP (PRP i)) (VP (VBP think)))) (PP (IN for) (NP (NN breakfast))))),it is time i think for breakfast,375.7799,377.8899000000001,2.0,0.20997075736522675,0.7775068283081055,0.012522446922957897
(S (NP (PRP she)) (VP (VBD added) (NP (DT an) (NN instant)) (ADVP (RB later)))),she added an instant later,378.1799000000001,379.53330000000005,2.0,0.044359222054481506,0.9177767634391785,0.037863995879888535
(FRAG (SBAR (IN if) (S (NP (PRP you)) (VP (MD would) (VP (VB have) (NP (DT the) (NN kindness) (S (VP (TO to) (VP (VB think) (PP (IN of) (NP (NP (PRP$ my)) (NP (NNS needs))))))))))))),if you would have the kindness to think of my needs,380.4065000000001,382.88560000000007,2.0,0.18330241739749908,0.6136336922645569,0.20306390523910522
(S (CC and) (NP (NP (DT the) (JJ little) (NN prince)) (ADJP (RB completely) (JJ abashed) (S (VP (VBG having) (VP (VBN gone) (S (VP (TO to) (VP (VB look) (PP (IN for) (NP (NP (DT a) (VBG sprinkling) (NN can)) (PP (IN of) (NP (JJ fresh) (NN water))))))))))))) (VP (VBD tended) (PP (TO to) (NP (DT the) (NN flower))))),and the little prince completely abashed having gone to look for a sprinkling can of fresh water tended to the flower,383.77390000000014,390.9852000000001,2.0,0.12179364264011383,0.7554498910903931,0.1227564662694931
(S (CC and) (VP (VB like) (SBAR (IN that) (S (NP (PRP she)) (VP (VBD had) (ADVP (RB soon)) (VP (VBN begun) (S (VP (TO to) (VP (VB torment) (NP (PRP him)) (PP (IN with) (NP (NP (PRP$ her)) (NP (NN vanity))))))))))))),and like that she had soon begun to torment him with her vanity,391.999,395.5922000000001,2.0,0.010107927955687046,0.15039551258087158,0.8394965529441833
(S (NP-TMP (CD one) (NN day)) (PP (IN for) (NP (NP (NN example)) (NP (NP (NN speaking)) (PP (IN of)  (NP (NP (PRP$ her)) (CD four) (NP (NNS thorns))))))) (NP (PRP she)) (VP (VBD told) (SBAR (S (NP (DT the) (JJ little) (NN prince)) (VP (VBD let) (SBAR (S (NP (PRP them)) (VP (VBP come) (NP (DT the) (NNS tigers)) (PP (IN with) (NP (NP (PRP$ their)) (NP (NNS claws)))))))))))),one day for example speaking of her four thorns she told the little prince let them come the tigers with their claws,396.7457,404.2467999999999,2.0,0.10049070417881012,0.8538714051246643,0.04563784971833229
(S (NP (EX there)) (VP (VBP are) (RB not) (NP (NP (DT any) (NNS tigers)) (PP (IN on) (NP (NP (PRP$ my)) (NP (NN planet))))))),there are not any tigers on my planet,405.1401000000001,406.9996000000001,2.0,0.0769982784986496,0.4274516701698303,0.49555012583732605
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD objected))),the little prince objected,407.3389,408.57310000000007,2.0,0.046128783375024796,0.680290162563324,0.27358096837997437
(S (CC and) (NP (NNS tigers)) (VP (VBP do) (RB not) (VP (VB eat) (NP (NNS weeds))))),and tigers do not eat weeds,409.1976,410.7817,2.0,0.06555359065532684,0.6636112928390503,0.27083510160446167
(S (NP (PRP i)) (VP (VBP am) (RB not) (NP (DT a) (NN weed)))),i am not a weed,411.6399999999999,412.6547000000001,2.0,0.0778828114271164,0.5755117535591125,0.34660547971725464
(S (NP (DT the) (NN flower)) (VP (VBD replied) (ADVP (RB sweetly)))),the flower replied sweetly,413.0041000000001,414.5634,2.0,0.8580002188682556,0.12904489040374756,0.012954859994351864
(S (VP (VB please) (VP (VB forgive) (NP (PRP me))))),please forgive me,415.4619,415.9965,2.0,0.6997107267379761,0.23524345457553864,0.06504584848880768
(S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB fear) (NP (NP (NNS tigers)) (PP (CC but) (NP (JJ i) (NN detest) (NNS drafts))))))),i do not fear tigers but i detest drafts,417.0544,420.6765,2.0,0.027776500210165977,0.20128268003463745,0.7709408402442932
(S (NP (PRP you)) (VP (MD would) (RB not) (VP (VB happen) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN screen)))))))),you would not happen to have a screen,420.981,422.7102,2.0,0.0674879401922226,0.7223336696624756,0.2101784348487854
(S (NP (NNP detests)) (VP (VBZ drafts))),detests drafts,424.15340000000015,424.15340000000015,2.0,0.09512948989868164,0.802453875541687,0.10241658240556717
(S (NP (DT that)) (VP (VBZ is) (NP (NP (JJ bad) (NN luck)) (PP (IN for) (NP (DT a) (NN plant)))))),that is bad luck for a plant,425.4521,426.88110000000006,2.0,0.007052076980471611,0.07201725244522095,0.9209307432174683
(S (VP (VBD remarked) (NP (DT the) (JJ little) (NN prince)))),remarked the little prince,427.6402000000001,428.4147,2.0,0.11411716789007187,0.8594598770141602,0.026422910392284393
(NP (NP (NP (WP what)) (NP (DT a) (ADJP (RB very) (VBN complicated)) (NN flower)))),what a very complicated flower,429.2031999999999,430.74760000000015,2.0,0.027355974540114403,0.29256272315979004,0.6800812482833862
(S (PP (IN in) (NP (DT the) (NN evening))) (NP (PRP you)) (VP (MD will) (VP (VB put) (NP (PRP me)) (PP (IN under) (NP (DT a) (NN glass) (NN dome)))))),in the evening you will put me under a glass dome,431.9204,434.47040000000015,2.0,0.04433951899409294,0.7271749973297119,0.22848542034626007
(S (NP (PRP it)) (VP (VBZ is) (ADJP (RB very) (JJ cold)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP live)))))),it is very cold where you live,434.7804000000001,436.6632,2.0,0.04756368324160576,0.432913601398468,0.5195227265357971
(S (WHADVP (WRB where)) (S (NP (PRP i)) (VP (VB come) (PP (IN from))))),where i come from,437.4275,438.3569,2.0,0.11965908110141754,0.8330280184745789,0.04731292650103569
(S (CC but) (NP (PRP she)) (VP (VBN interrupted) (NP (PRP herself)))),but she interrupted herself,439.2203,440.5646999999999,2.0,0.01902584359049797,0.5360429286956787,0.44493117928504944
(S (NP (PRP she)) (VP (VBD had) (VP (VBN come) (PP (IN in) (NP (NP (DT the) (NN form)) (PP (IN of) (NP (DT a) (NN seed)))))))),she had come in the form of a seed,441.2589,442.8888999999999,2.0,0.0490560308098793,0.8823423385620117,0.0686015859246254
(S (NP (PRP she)) (VP (MD could) (RB not) (VP (VB have) (VP (VBN known) (NP (NP (NN anything)) (PP (IN of) (NP (JJ other) (NNS worlds)))))))),she could not have known anything of other worlds,443.1689000000001,445.38740000000007,2.0,0.041657689958810806,0.5191941261291504,0.4391482472419739
(S (S (VP (VBN humiliated) (PP (IN at) (S (VP (VBG having) (VP (VBN been) (VP (VBN caught) (PRT (RP out)) (PP (IN on) (NP (NP (DT a) (NN lie)) (ADJP (RB so) (JJ naive)) (SBAR (S (NP (PRP she)) (VP (VBD coughed) (NP (QP (CD two) (CC or) (CD three) (NNS times))) (S (VP (TO to) (VP (VB imply) (NP (DT the) (JJ little) (NN prince))))))))))))))))) (VP (VBD was) (PP (IN in) (NP (DT the) (JJ wrong))))),humiliated at having been caught out on a lie so naive she coughed two or three times to imply the little prince was in the wrong,447.1102000000001,454.7472,2.0,0.007007826119661331,0.1585581749677658,0.8344339728355408
(NP (DT the) (NN screen)),the screen,455.5308,456.0706,2.0,0.16745525598526,0.7307594418525696,0.10178536921739578
(S (NP (PRP i)) (VP (VBD was) (ADVP (RB just)) (VP (VBG going) (S (VP (TO to) (VP (VB look) (PP (IN for) (NP (PRP it))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBD spoke) (PP (TO to) (NP (PRP me)))))))))))),i was just going to look for it when you spoke to me,457.05860000000007,459.1578,2.0,0.15202927589416504,0.8152397871017456,0.03273093327879906
(S (ADVP (RB then)) (NP (PRP she)) (VP (VBD forced) (NP (DT a) (NN cough) (S (VP (TO to) (VP (VB inflict) (ADVP (RB still)) (NP (JJR more) (NN remorse)))))))),then she forced a cough to inflict still more remorse,460.2658000000001,463.2699,2.0,0.00961988139897585,0.23936162889003754,0.7510184645652771
(S (IN so) (NP (DT the) (JJ little) (NN prince)) (PP (IN despite) (NP (NP (DT the) (JJ good) (NN will)) (PP (IN of) (NP (NP (PRP$ his)) (NP (NN love)))))) (VP (VBD had) (ADVP (RB soon)) (VP (VBN come) (S (VP (TO to) (VP (VB doubt) (NP (PRP her)))))))),so the little prince despite the good will of his love had soon come to doubt her,464.1134,468.77109999999993,2.0,0.05201214924454689,0.4234831631183624,0.5245046615600586
(S (NP (PRP he)) (VP (VP (VBD had) (VP (VBN taken) (ADVP (RB seriously) (NP (NP (NNS words)) (PP (IN of) (NP (DT no) (NN importance))))))) (CC and) (VP (VBD had) (VP (VBN become) (S (ADJP (RB very) (JJ unhappy))))))),he had taken seriously words of no importance and had become very unhappy,469.6397,474.4276,2.0,0.0057227429933846,0.08171816170215607,0.9125590920448303
(S (NP (PRP i)) (VP (MD should) (RB not) (VP (VB have) (VP (VBD listened) (PP (TO to) (NP (PRP her))))))),i should not have listened to her,475.41060000000016,476.8154,2.0,0.01474395114928484,0.16018404066562653,0.8250719308853149
(S (NP (PRP he)) (VP (VBD told) (NP (PRP me)) (NP-TMP (CD one) (NN day)))),he told me one day,477.1747,478.1295,2.0,0.12721633911132812,0.8506653308868408,0.022118333727121353
(S (NP (PRP you)) (VP (MD should) (ADVP (RB never)) (VP (VB listen) (PP (TO to) (NP (DT the) (NNS flowers)))))),you should never listen to the flowers,478.7882,480.6531,2.0,0.022434232756495476,0.270628422498703,0.7069373726844788
(S (NP (PRP we)) (VP (MD must) (VP (VP (VB look) (PP (IN at) (NP (PRP them)))) (CC and) (VP (VB breathe) (NP (NP (PRP$ their)) (NP (NN fragrance))))))),we must look at them and breathe their fragrance,481.3321000000001,483.8604,2.0,0.4419329762458801,0.5429651737213135,0.015101774595677853
(S (S (NP (PRP mine)) (VP (VBZ perfumed) (NP (NP (PRP$ my)) (NP (JJ whole) (NN planet))))) (CC but) (S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB take) (NP (NN pleasure)) (PP (IN in) (NP (PRP it))))))))))),mine perfumed my whole planet but i did not know how to take pleasure in it,484.7692,488.9666,2.0,0.22453360259532928,0.3437894582748413,0.4316769540309906
(S (NP (NP (DT this) (NN business)) (PP (IN of) (NP (NP (DT the) (NNS claws)) (SBAR (WHNP (WDT which)) (S (VP (VBD annoyed) (NP (PRP me)) (ADVP (RB so) (RB much)))))))) (VP (MD should) (ADVP (RB only)) (VP (VB have) (VP (VBN filled) (NP (NP (PRP$ my)) (NP (NN heart))) (PP (IN with) (NP (NN tenderness) (CC and) (NN pity))))))),this business of the claws which annoyed me so much should only have filled my heart with tenderness and pity,489.9299000000001,495.7673,2.0,0.006224195007234812,0.08430328220129013,0.909472644329071
(S (NP (PRP he)) (VP (VBD continued) (NP (NP (PRP$ his)) (NP (NNS confidences))))),he continued his confidences,496.79,498.4296,2.0,0.12539291381835938,0.8466248512268066,0.027982216328382492
(S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB understand)))))))),i did not know how to understand,499.2728,500.98759999999993,2.0,0.01875733584165573,0.2585436999797821,0.7226989269256592
(S (NP (PRP i)) (VP (MD should) (VP (VB have) (S (NP (PRP her)) (VP (VBN judged) (PP (PP (IN by) (NP (NP (PRP$ her)) (NP (NNS deeds)))) (CC and) (RB not) (PP (IN by) (NP (NP (PRP$ her)) (NP (NNS words)))))))))),i should have her judged by her deeds and not by her words,501.6262999999999,504.6453999999999,2.0,0.06251311302185059,0.6380535960197449,0.2994333505630493
(S (NP (PRP she)) (VP (VBD overwhelmed) (NP (PRP me)) (PP (IN with) (NP (NP (PRP$ her)) (NP (NN fragrance) (CC and) (NN light)))))),she overwhelmed me with her fragrance and light,505.4589000000001,507.6884,2.0,0.9559468030929565,0.03767586871981621,0.006377322133630514
(S (NP (PRP i)) (VP (MD should) (ADVP (RB never)) (VP (VB have) (VP (VBN run) (PRT (RP away)))))),i should never have run away,508.3319000000001,509.5266999999999,2.0,0.023464487865567207,0.26271727681159973,0.7138181924819946
(S (NP (PRP i)) (VP (MD should) (VP (VB have) (VP (VBN seen) (NP (NP (DT the) (NN tenderness)) (PP (IN behind) (NP (NP (PRP$ her)) (NP (NNS contrivances))))))))),i should have seen the tenderness behind her contrivances,510.3649,513.0944,2.0,0.2912924289703369,0.6422038078308105,0.06650378555059433
(S (NP (NNS flowers)) (VP (VBP are) (ADJP (RB so) (NN contradictory)))),flowers are so contradictory,514.2026000000001,515.5119,2.0,0.0213833749294281,0.3236845135688782,0.6549321413040161
(S (CC but) (NP (PRP i)) (VP (VBD was) (ADJP (RB too) (JJ young) (S (VP (TO to) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB love) (NP (PRP her)))))))))))),but i was too young to know how to love her,516.2955000000002,518.1502,2.0,0.04957825317978859,0.3931141793727875,0.5573076009750366
(S (NP (PRP i)) (VP (VBP think) (SBAR (IN that) (S (PP (IN for) (NP (NP (PRP$ his)) (NP (NN escape)))) (NP (PRP he)) (VP (VBD took) (NP (NP (NN advantage)) (PP (IN of) (NP (NP (DT a) (NN migration)) (PP (IN of) (NP (NP (DT a) (NN flock)) (PP (IN of) (NP (JJ wild) (NNS birds))))))))))))),i think that for his escape he took advantage of a migration of a flock of wild birds,519.8197,525.0824,2.0,0.0456114299595356,0.8936823010444641,0.0607062391936779
(S (PP (IN on) (NP (NP (DT the) (NN morning)) (PP (IN of) (NP (NP (PRP$ his)) (NP (NN departure)))))) (NP (PRP he)) (VP (VBD put) (NP (NP (PRP$ his)) (NP (NN planet))) (PP (IN in) (NP (JJ perfect) (NN order))))),on the morning of his departure he put his planet in perfect order,526.0513000000001,529.6941999999999,2.0,0.5832459926605225,0.39990541338920593,0.0168486125767231
(S (NP (PRP he)) (ADVP (RB carefully)) (VP (VBD swept) (PRT (RP out)) (NP (NP (PRP$ his)) (NP (JJ active) (NNS volcanoes))))),he carefully swept out his active volcanoes,530.3679,533.0518,2.0,0.10631760209798813,0.8589575886726379,0.034724846482276917
(S (NP (PRP he)) (VP (VBD owned) (NP (CD two) (JJ active) (NNS volcanoes)))),he owned two active volcanoes,533.4511,535.3010999999999,2.0,0.0924096554517746,0.8274922370910645,0.0800982117652893
(S (NP (PRP it)) (VP (VBD was) (ADJP (RB very) (JJ convenient) (PP (IN for) (S (VP (VBG heating) (NP (NP (PRP$ his)) (NP (NN breakfast))) (PP (IN in) (NP (DT the) (NN morning))))))))),it was very convenient for heating his breakfast in the morning,535.3910999999998,538.1741999999999,2.0,0.8937676548957825,0.10212280601263046,0.0041095488704741
(S (NP (PRP he)) (ADVP (RB also)) (VP (VP (VBD owned) (NP (DT an) (ADJP (JJ extinct)) (NN volcano))) (PRN (CC but) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD used) (S (VP (TO to) (VP (VB say) (SBAR (S (NP (PRP you)) (ADVP (RB never)) (VP (VBP know) (SBAR (IN so) (S (NP (PRP he)) (VP (VBD cleaned) (PRT (RP out)) (NP (DT the) (ADJP (JJ extinct)) (NN volcano))))))))))))))) (ADVP (RB too)))),he also owned an extinct volcano but as he used to say you never know so he cleaned out the extinct volcano too,538.9782,542.1882,2.0,0.09893112629652023,0.8401932716369629,0.06087564304471016
(S (SBAR (IN if) (S (NP (PRP they)) (VP (VBP are) (ADVP (RB well)) (VP (VBN cleaned) (PRT (RP out)))))) (NP (NNS volcanoes)) (VP (VBP burn) (ADVP (ADVP (RB slowly)) (CC and) (ADVP (RB steadily))) (PP (IN without) (NP (DT any) (NNS eruptions))))),if they are well cleaned out volcanoes burn slowly and steadily without any eruptions,547.4033,552.5465999999999,2.0,0.12822537124156952,0.8009742498397827,0.07080037891864777
(S (NP (JJ volcanic) (NNS eruptions)) (VP (VBP are) (PP (IN like) (NP (NP (NNS fires)) (PP (IN in) (NP (DT a) (NN chimney))))))),volcanic eruptions are like fires in a chimney,553.7505999999998,555.8398,2.0,0.01846160553395748,0.36873161792755127,0.6128067970275879
